traccia,y_Mano,y_predict5,y_predict6,y_predict1,y_predict0,y_predict2,y_predict3,y_predict4
1605799.IV.FNVD..HH,0,0.003890376,0.003196261,0.0014296637,0.0031801823,0.002952693,0.0018701606,0.0023214424
1608259.IV.SFI..EH,1,0.9760913,0.9770955,0.9917217,0.9718112,0.9670194,0.98979795,0.97243136
1608559.IV.ARCI..HH,0,0.0019274895,0.0020528114,0.0025140475,0.002907787,0.0027865444,0.0022104103,0.0022504495
1608649.IV.FNVD..HH,0,0.001526359,0.0012718478,0.00054636574,0.0015972242,0.0008179686,0.0012452737,0.001333737
1608929.IV.ERBM..EH,0,0.007916761,0.013923371,0.015276866,0.011012121,0.005331004,0.0050936695,0.0063812756
1610749.IV.BOB..HH,1,0.9989374,0.99939454,0.99930966,0.9989755,0.99896014,0.9988997,0.9993617
1613299.IV.ARCI..HH,1,0.9975362,0.99752396,0.99694246,0.9983347,0.9967667,0.99563295,0.9980478
1613669.IV.BOB..HH,1,0.9958449,0.9972873,0.9942726,0.9957628,0.99512273,0.99457115,0.997138
1613669.IV.ERBM..EH,0,0.0053682276,0.011234143,0.0036703006,0.00872067,0.0058342963,0.00605652,0.0077644875
1613669.IV.MDI..HH,1,0.99801093,0.9952667,0.9980413,0.9958118,0.99508506,0.99652654,0.9959111
1613669.MN.TUE..HH,1,0.9979601,0.99559253,0.998071,0.9968707,0.995201,0.995717,0.99756444
1617081.IV.FROS..HH,1,0.99928385,0.99928904,0.9987685,0.99918765,0.9989827,0.9988494,0.9994123
1617081.IV.TRIF..HH,1,0.997086,0.99578214,0.9982305,0.9972595,0.99506,0.99502146,0.99688774
1617749.IV.ERBM..EH,0,0.16030817,0.22017871,0.10720265,0.19051568,0.10270735,0.08798034,0.23611578
1619979.IV.ARCI..HH,1,0.997917,0.99793893,0.9979777,0.99777204,0.9971136,0.996718,0.9977932
1619979.IV.PZZT..HH,1,0.9946036,0.99105436,0.9957956,0.9956533,0.98982877,0.99160284,0.99400395
16215281.IV.RAVA..EH,0,0.022584116,0.039436415,0.0123425685,0.025032263,0.018680757,0.015669782,0.08496182
1622381.IV.CSNT..HH,1,0.9961546,0.99454015,0.9964496,0.9964658,0.99403495,0.9931605,0.9959722
1622449.IV.BDI..HH,1,0.9969797,0.9978357,0.9990024,0.997174,0.995815,0.9957404,0.99740535
1622449.IV.ERBM..EH,1,0.9984548,0.99876523,0.9990263,0.9988908,0.99782604,0.998386,0.9983432
16225101.GU.GRAM..HH,1,0.99822515,0.9990226,0.9991555,0.99800414,0.9973984,0.99645776,0.9988055
1624121.IV.SERM..EH,0,0.0044525075,0.0067154337,0.0011909856,0.0059797517,0.0034889309,0.0027397287,0.004575558
1627839.IV.ERBM..EH,0,0.29540932,0.37130365,0.3468886,0.26876613,0.18828435,0.17802836,0.19492523
1627839.IV.SALO..HH,1,0.9965473,0.99737823,0.9975319,0.9956143,0.9935133,0.9958502,0.9960373
1629039.IV.BOB..HH,0,0.0042493357,0.005188733,0.0010215479,0.0041368115,0.0028912507,0.0020814787,0.0031936518
1629039.IV.ERBM..EH,1,0.97007793,0.97295976,0.9651258,0.9566161,0.9665818,0.9677048,0.97143674
1629039.IV.SALO..HH,0,0.0034290743,0.0035437595,0.0060561267,0.0029557631,0.0036169875,0.003542653,0.003365088
1629429.IV.ERBM..EH,1,0.99833786,0.9986766,0.9990569,0.99884015,0.9989795,0.9984528,0.9983038
1629691.IV.RAVA..EH,1,0.99111664,0.9955504,0.9941339,0.99241114,0.9918778,0.99469686,0.99077094
1633431.GU.POPM..HH,1,0.9968051,0.99624443,0.9976361,0.9963618,0.99514633,0.99071574,0.9958169
1633431.IV.ZCCA..HH,0,0.0033618559,0.0022987255,0.004133128,0.0031660497,0.0022261378,0.0025458205,0.0015369364
16349541.IV.BRIS..HH,1,0.99892396,0.99915946,0.99836284,0.99886036,0.99898356,0.99864215,0.99916065
1635621.IV.FROS..HH,0,0.0026791007,0.0036382866,0.005953967,0.004382112,0.0023945963,0.0029708475,0.0031724053
1639409.IV.BDI..HH,0,0.0037142234,0.00694254,0.0025548453,0.00592055,0.0036479325,0.0030394313,0.0048930454
1639409.IV.BOB..HH,0,0.0015522032,0.0020995422,0.0016791701,0.0017246815,0.0013337142,0.0017530525,0.0013807821
1639409.IV.ERBM..EH,1,0.9814449,0.9805729,0.97219694,0.97362006,0.97447795,0.95916086,0.98448443
1639409.IV.FNVD..HH,1,0.9142676,0.88862336,0.976066,0.9618162,0.8970526,0.91899085,0.92670715
1639409.IV.PZZT..HH,0,0.0016429095,0.0023458358,0.0024628232,0.00222258,0.0025603643,0.0029304621,0.0013253335
1639409.MN.VLC..HH,1,0.95243883,0.97026664,0.9588071,0.97069925,0.98024476,0.9698039,0.9731843
1640589.IV.FNVD..HH,1,0.93179715,0.9606987,0.93884915,0.95711243,0.95162946,0.9518225,0.95715207
1640849.IV.BADI..EH,1,0.07014851,0.052713435,0.22834252,0.070510134,0.057858095,0.055854954,0.05854295
1640849.IV.CRE..EH,1,0.9938425,0.99410266,0.99216676,0.9950218,0.9942479,0.9937289,0.9939348
1640849.IV.FNVD..HH,1,0.9897063,0.9877796,0.9841613,0.98724073,0.98645,0.98152345,0.9879452
1640849.IV.RSM..EH,1,0.031894445,0.048257068,0.016060079,0.038416147,0.029696165,0.022812054,0.08867982
1640849.IV.SFI..EH,0,0.8873969,0.9232818,0.9317528,0.90123296,0.9028812,0.9225834,0.9227677
1641009.IV.FNVD..HH,1,0.9978543,0.99674714,0.99831414,0.9968701,0.99597114,0.9961669,0.99775946
1642639.IV.PZZT..HH,1,0.9969547,0.99700075,0.99800473,0.9977984,0.99773514,0.9949085,0.99737525
1644969.IV.FNVD..HH,1,0.61798775,0.7777686,0.6314676,0.7184508,0.7435004,0.6269415,0.8315528
1645029.IV.BDI..HH,1,0.98450583,0.98463666,0.9844981,0.9822286,0.9803249,0.9814574,0.98654604
1646479.IV.BDI..HH,1,0.9994407,0.9991646,0.999393,0.9993507,0.9991954,0.9984308,0.99926645
1646479.IV.ERBM..EH,1,0.9978085,0.99761873,0.99927384,0.99710435,0.9952981,0.9978258,0.99633056
1646479.MN.VLC..HH,1,0.9988607,0.9981346,0.9994474,0.9990428,0.9987452,0.9984072,0.9981457
1646539.IV.ERBM..EH,1,0.99796045,0.998209,0.99688655,0.99733186,0.9979056,0.9976426,0.99793637
1646539.IV.PZZT..HH,1,0.9987264,0.99827814,0.9988194,0.99870443,0.99838793,0.99863666,0.99910945
1647679.IV.SFI..EH,1,0.9985869,0.9973979,0.9991917,0.9982368,0.9972223,0.99798137,0.998657
1647779.IV.FNVD..HH,1,0.9982343,0.99831784,0.9969201,0.9986299,0.9977805,0.9977354,0.99882084
1647779.IV.PZZT..HH,1,0.9990301,0.9990447,0.99806446,0.99889994,0.9988398,0.99842864,0.9993125
1647819.IV.BDI..HH,1,0.99941516,0.9990145,0.9994221,0.9992731,0.9990814,0.9987728,0.9990375
1647819.IV.ERBM..EH,1,0.9992605,0.99923015,0.99942553,0.9991203,0.99896574,0.99850106,0.99905485
1647819.IV.FNVD..HH,0,0.0032080594,0.003439717,0.0056150393,0.0052910345,0.003548054,0.004596834,0.0030140353
1647819.IV.PZZT..HH,1,0.9862023,0.9904721,0.9592307,0.9865302,0.9798923,0.96531916,0.97866815
1649429.IV.FNVD..HH,0,0.0031795108,0.003945199,0.003468145,0.0055611264,0.0046319994,0.004656482,0.00276443
1649429.IV.PZZT..HH,1,0.9990325,0.99870443,0.9983259,0.9990571,0.99873394,0.99790764,0.99908876
1649429.MN.VLC..HH,1,0.9983058,0.99792933,0.9986628,0.9984055,0.9963748,0.99666613,0.99860615
1650299.IV.ARCI..HH,0,0.0017869038,0.00232684,0.001600821,0.001737576,0.0018157527,0.001768914,0.0013843951
1650299.IV.BDI..HH,0,0.0041250126,0.003739301,0.0014595829,0.0029865212,0.0016737451,0.0027475504,0.0025968726
1650299.IV.BOB..HH,1,0.99897575,0.9987469,0.9993673,0.99893445,0.9985765,0.9973604,0.9986463
1650299.IV.CING..HH,0,0.0016785908,0.0022224423,0.0010091542,0.0021562981,0.0018382951,0.0018365076,0.0014549437
1650299.IV.ERBM..EH,0,0.002058724,0.0036313601,0.00095607794,0.0024729418,0.0016190307,0.0017982619,0.0014454061
1650299.IV.FIU..EH,0,0.0020126423,0.005298785,0.00097607134,0.0036331653,0.0017391258,0.0022957416,0.0017711931
1650299.IV.PZZT..HH,0,0.0020627151,0.0027421727,0.0015249011,0.0018323829,0.0012134804,0.0015864287,0.00090773
1650299.IV.SACS..HH,0,0.0012809394,0.0018956385,0.0011325474,0.00125231,0.0013022734,0.0013761112,0.0014606209
1650299.IV.SFI..EH,1,0.9959122,0.98960644,0.99283326,0.99074614,0.9878697,0.992073,0.9926563
1650299.MN.TUE..HH,1,0.99873704,0.99792755,0.9975351,0.9985226,0.9970861,0.99767655,0.99790716
1650299.MN.VLC..HH,0,0.003255029,0.00489058,0.001061217,0.002372265,0.0014935639,0.0024020576,0.0033485515
1654199.IV.ARCI..HH,0,0.0008551168,0.0011534854,0.0015795339,0.0014291458,0.0016450328,0.0015472355,0.0008925238
1654199.IV.BADI..EH,1,0.99701047,0.9977034,0.9984457,0.9983065,0.99463934,0.994574,0.9964965
1654199.IV.CING..HH,1,0.99895227,0.9991953,0.9986248,0.9992331,0.9979214,0.9985328,0.99891937
1654199.IV.CRE..EH,0,0.012251693,0.009463396,0.0049183522,0.01158276,0.0043057855,0.0047626593,0.008422303
1654199.IV.MURB..HH,0,0.0046832445,0.0074345064,0.0060911267,0.0072479267,0.007588017,0.0060894703,0.006538933
1654199.IV.SACS..HH,0,0.0008254144,0.0016130598,0.0013827361,0.0014759479,0.0013727046,0.0013437471,0.00086258765
1654199.IV.SFI..EH,1,0.99625814,0.9904006,0.9974482,0.99177164,0.9799156,0.9706661,0.9961636
1654679.IV.BDI..HH,1,0.9773186,0.9739354,0.99381244,0.96670556,0.9547919,0.98152924,0.944964
1654679.IV.BOB..HH,0,0.0023911793,0.003498004,0.0052593374,0.0053053135,0.0037856246,0.005041105,0.004804034
1654679.IV.ERBM..EH,1,0.998961,0.99867475,0.9978163,0.99849725,0.9978666,0.99767214,0.99911064
1654679.IV.FNVD..HH,1,0.9988102,0.99884677,0.9993525,0.99893266,0.9980882,0.99726164,0.9987973
1654679.IV.PZZT..HH,1,0.9969561,0.9977175,0.9985379,0.99496704,0.9934257,0.99547654,0.99505484
1654679.MN.VLC..HH,1,0.99812347,0.99658716,0.99773204,0.9955432,0.99560577,0.9940065,0.9983948
16632881.IV.BDI..HH,1,0.993753,0.9907673,0.9919396,0.9858643,0.99160343,0.9871574,0.9943703
16632881.IV.CRMI..HH,1,0.9970034,0.9967691,0.98848736,0.9933703,0.9955047,0.98739713,0.9959416
16632881.IV.MOCL..EH,1,0.9987381,0.99827623,0.9966869,0.9987897,0.9982017,0.99670887,0.99810505
16632881.IV.MPPT..EH,0,0.0104040075,0.011011399,0.0050561274,0.010421962,0.005883916,0.006457219,0.005999417
16632881.IV.MTCR..EH,0,0.009802368,0.012130822,0.021756487,0.016139193,0.0059525617,0.010120724,0.008906702
16632881.GU.POPM..HH,1,0.99762625,0.9970631,0.9991449,0.9983308,0.9957087,0.9952472,0.9974401
16632881.IV.SEI..HH,1,0.9992143,0.99930835,0.9988644,0.9991548,0.998485,0.9989868,0.9992536
1663839.MN.VLC..HH,1,0.9973616,0.9951375,0.9962297,0.99612075,0.9944806,0.99445313,0.993665
1664821.IV.ERBM..EH,1,0.9988525,0.99870646,0.9991478,0.9986098,0.99817276,0.9979492,0.99831676
16648421.IV.MTCR..EH,1,0.9991899,0.9990742,0.99872273,0.99896276,0.9989141,0.99863905,0.99928963
16648421.IV.PII..HH,1,0.9805368,0.9719186,0.9902913,0.97610223,0.9692654,0.97190833,0.9912732
1668289.IV.ERBM..EH,0,0.010853725,0.00982922,0.0034766346,0.008471077,0.0035619114,0.0027516454,0.0043676333
1668289.IV.FNVD..HH,1,0.99745065,0.9974922,0.99769515,0.9960975,0.9959176,0.9959728,0.9976508
1668289.IV.PZZT..HH,1,0.9986816,0.9984068,0.99872094,0.99693215,0.9953198,0.9981108,0.9983797
1668289.MN.VLC..HH,0,0.0018900486,0.0015688409,0.0015974971,0.001616079,0.00074894953,0.0011712456,0.0007742455
1668509.IV.SFI..EH,0,0.0018756934,0.0018665012,0.0023106907,0.0029723733,0.0013228492,0.0017548316,0.0021361317
1670189.IV.BDI..HH,1,0.99891424,0.9979673,0.9988876,0.9954015,0.996403,0.99681455,0.9981376
1670189.IV.FNVD..HH,0,0.0039522075,0.003495088,0.0028986584,0.0069492324,0.0037739826,0.0033821817,0.004328778
1670189.MN.VLC..HH,1,0.99853516,0.99873966,0.99887437,0.99795747,0.99684167,0.996953,0.99857295
1670289.IV.BDI..HH,1,0.9989569,0.99894625,0.9992041,0.99894816,0.99875104,0.9977871,0.99897766
1670289.MN.VLC..HH,1,0.99579597,0.99589974,0.99736977,0.99525744,0.9914772,0.9932903,0.9953212
1670309.IV.BDI..HH,1,0.92114663,0.8974454,0.79571986,0.8345915,0.8006158,0.8825391,0.898842
1670309.IV.ERBM..EH,0,0.0014247138,0.002861482,0.0010508262,0.001598299,0.0011917021,0.0013914858,0.0007943992
1670309.MN.VLC..HH,0,0.002043007,0.0025116724,0.0037349465,0.0040606232,0.0027235677,0.0022454646,0.004752057
1670319.IV.ARCI..HH,1,0.99278295,0.99080324,0.9951426,0.98949593,0.9914569,0.98891467,0.99215627
16706601.IV.FIU..EH,0,0.0021389928,0.002285298,0.0022830064,0.002063741,0.002474109,0.0017585458,0.0014916585
16706601.IV.ZCCA..HH,1,0.99733967,0.9959202,0.99840444,0.99667954,0.9942882,0.9965513,0.99711204
16751321.GU.ENR..HH,1,0.90926373,0.9321673,0.9229292,0.8935791,0.88016695,0.8279089,0.9062983
16751321.GU.EQUI..HH,1,0.99805164,0.9971679,0.9985039,0.9965773,0.9969784,0.99591994,0.99693215
16751321.IV.PII..HH,1,0.99800843,0.996482,0.996555,0.9977331,0.9969932,0.9958759,0.99800533
1676719.IV.PZZT..HH,1,0.9979138,0.9981895,0.9990865,0.9981207,0.9980514,0.99664634,0.9987256
16787131.IV.CAFI..HH,0,0.0019752628,0.00309519,0.0018325626,0.003032566,0.0028400468,0.0020633729,0.0027406383
16787131.IV.CRMI..HH,0,0.0068900944,0.008334316,0.0035031906,0.0040253866,0.003897708,0.0043098214,0.005122553
16787131.IV.CSNT..HH,0,0.008670615,0.009887993,0.0069550104,0.010458644,0.003007131,0.0073337224,0.004336218
16787131.IV.FROS..HH,1,0.99706334,0.99706537,0.9984169,0.9972378,0.9965938,0.99680746,0.9965628
16787131.IV.OSSC..HH,0,0.0046986104,0.004995122,0.005653252,0.0055502225,0.0020494363,0.004058699,0.0024437495
16787131.IV.PII..HH,0,0.0037429128,0.004849007,0.0042450307,0.0045704134,0.0033953742,0.004433586,0.0028588425
16787131.IV.RUFI..EH,1,0.99781656,0.9966275,0.9993494,0.9974746,0.99721354,0.9966518,0.9975343
16787131.IV.SEI..HH,1,0.9964006,0.9966473,0.99787056,0.99725795,0.9942095,0.9944883,0.9965726
1679169.MN.VLC..HH,0,0.00090644177,0.0015199656,0.00069036114,0.0016948952,0.00087287265,0.0012225365,0.0008663846
1681469.IV.FNVD..HH,1,0.9986914,0.99869186,0.99893767,0.9981111,0.9984572,0.9984459,0.9991027
1681469.IV.PZZT..HH,1,0.99597603,0.99522287,0.9972922,0.9941047,0.99539256,0.9953779,0.99530977
1681469.MN.VLC..HH,1,0.99885094,0.99864906,0.99777156,0.99872667,0.9974189,0.99800664,0.99864584
1682331.GU.POPM..HH,1,0.9988042,0.9983108,0.99923134,0.99788946,0.99815327,0.99663216,0.99916077
1682331.IV.ZCCA..HH,1,0.99526227,0.99589705,0.9970074,0.9951147,0.9927523,0.9944102,0.99516004
16829971.IV.PII..HH,0,0.004258443,0.0019284565,0.0030471438,0.0038437506,0.001711133,0.0020983885,0.0023923023
1684761.IV.CAVE..HH,1,0.99798906,0.998678,0.9990477,0.998467,0.9983779,0.99859446,0.9987882
1684761.IV.RAVA..EH,0,0.0023148179,0.001764033,0.0012066674,0.002374346,0.00094138196,0.0006622813,0.002421539
1684979.MN.TUE..HH,0,0.02556345,0.022325104,0.019301586,0.015452203,0.013631481,0.01517335,0.01916717
1684979.MN.VLC..HH,1,0.9977083,0.99743503,0.99501,0.99846303,0.99702066,0.9955888,0.9964096
1685449.IV.SFI..EH,1,0.24538638,0.23021384,0.22112331,0.07591877,0.1047572,0.031432394,0.14201084
1686049.IV.BDI..HH,1,0.998579,0.9983595,0.9984635,0.9976941,0.9972452,0.9978243,0.9980135
1686049.IV.ERBM..EH,1,0.9994442,0.9993248,0.9990268,0.9994635,0.99896455,0.9988901,0.9994261
1686049.MN.VLC..HH,1,0.99752766,0.9984566,0.99743265,0.99726045,0.99564123,0.9977197,0.99858093
1686069.IV.ERBM..EH,1,0.99877256,0.99845576,0.9980661,0.9985257,0.99735606,0.99784756,0.9989262
1686179.IV.ERBM..EH,1,0.98736763,0.9877318,0.99055207,0.98540384,0.96619296,0.98641986,0.98991954
1686239.IV.ERBM..EH,1,0.99876153,0.99758995,0.99811894,0.998324,0.99733233,0.9981427,0.99823964
1688511.IV.ZCCA..HH,1,0.9983558,0.99807644,0.99905413,0.9983193,0.99750704,0.99687934,0.99883837
1690979.IV.BOB..HH,0,0.0039600106,0.005567541,0.0042659547,0.005115136,0.003914476,0.005213981,0.0038037207
1690979.IV.ERBM..EH,0,0.031251352,0.02979455,0.012533697,0.024738975,0.015761495,0.015074865,0.022031432
1690979.IV.SALO..HH,1,0.9914281,0.9931559,0.9812966,0.98984027,0.9887917,0.978999,0.9927666
1690979.MN.VLC..HH,0,0.0024942209,0.0037192663,0.0040426655,0.0041516027,0.0027260375,0.0034751464,0.0022563632
1692401.IV.BDI..HH,0,0.00806611,0.0066113733,0.003100232,0.004973295,0.002560906,0.004313162,0.0040833047
1692401.IV.CRMI..HH,1,0.989336,0.99232787,0.9937842,0.990334,0.98976505,0.9910851,0.9912505
1692401.GU.EQUI..HH,0,0.059560172,0.046643212,0.015594843,0.04572763,0.03778756,0.023809165,0.0293625
1692401.IV.MTCR..EH,1,0.9971488,0.9960996,0.9984717,0.995773,0.99241567,0.99077046,0.9967997
1692401.GU.POPM..HH,0,0.003439511,0.0034118777,0.0044037327,0.00537605,0.0030272366,0.0034561504,0.0029034875
1692401.MN.VLC..HH,0,0.0063956436,0.00999353,0.0030829345,0.0059345867,0.0036006798,0.003954502,0.0050590066
16949011.IV.BRIS..HH,1,0.9977653,0.9979855,0.998868,0.99559814,0.9943328,0.9978144,0.99747425
16949011.IV.IMOL..EH,1,0.9987388,0.9984018,0.9971757,0.99836,0.9983551,0.9979113,0.9985343
16949011.IV.LMD..HH,0,0.0020112032,0.0014820795,0.0009219605,0.0012446679,0.00062561466,0.0007623447,0.0013108398
16949011.IV.MTCR..EH,1,0.99854714,0.997088,0.99882275,0.99742895,0.9959462,0.9974068,0.99724704
16949011.IV.SEI..HH,1,0.9981687,0.99671555,0.99880695,0.99631786,0.994269,0.997511,0.9982722
1696079.IV.BOB..HH,1,0.99803406,0.9970693,0.9981457,0.9963427,0.99769455,0.99616635,0.9972658
1696089.IV.BOB..HH,0,0.0036478806,0.0055663288,0.0062755295,0.005343271,0.0034345002,0.0028396824,0.0056876275
1696839.IV.FNVD..HH,0,0.0039389865,0.004451134,0.0029100217,0.0038167778,0.002290332,0.0029861135,0.0025266393
1696909.IV.BOB..HH,1,0.9942088,0.9934455,0.99460864,0.9964563,0.99236125,0.9902108,0.99258703
1696909.IV.MDI..HH,1,0.9971438,0.99690753,0.9984517,0.9970559,0.99559265,0.99609166,0.9975197
1697041.IV.APPI..EH,1,0.99878424,0.9985429,0.99656016,0.99786997,0.9978775,0.9971867,0.99828726
1697041.IV.ASQU..HH,0,0.07059699,0.08949875,0.108080305,0.089814946,0.14419119,0.17739953,0.21847796
1697041.IV.BOB..HH,0,0.0012166202,0.0016443142,0.0026069914,0.002645393,0.002236251,0.0023986003,0.0014743141
1697041.IV.BRMO..HH,1,0.9994042,0.9994442,0.99898475,0.99941874,0.998865,0.99901056,0.9993063
1697041.IV.CASP..HH,1,0.99752873,0.9967757,0.99432665,0.9972773,0.9969785,0.99610496,0.99693394
1697041.IV.CAVE..HH,1,0.96717256,0.9759386,0.90415365,0.95741653,0.9849399,0.9854211,0.98473984
1697041.IV.CELB..HH,1,0.9958021,0.99561846,0.99568415,0.9958532,0.99227434,0.9940143,0.99591523
1697041.IV.CPGN..EH,1,0.99740833,0.997468,0.99673706,0.99567235,0.99654883,0.9972415,0.99800056
1697041.IV.CTI..HH,1,0.99520254,0.9953603,0.9833571,0.99275804,0.99559045,0.9945327,0.9963297
1697041.IV.IMI..HH,1,0.9887949,0.9919957,0.9839855,0.98916084,0.99098915,0.99199593,0.9917787
1697041.SI.KOSI..HH,1,0.9990761,0.99900657,0.9977913,0.9988207,0.99842143,0.99812216,0.9988643
1697041.IV.MABI..HH,1,0.99929523,0.9990928,0.9983853,0.99900407,0.9986896,0.99799794,0.9990772
1697041.IV.MAGA..HH,1,0.99936837,0.9992756,0.9986327,0.9992599,0.9987625,0.9985858,0.99911684
1697041.GU.MAIM..HH,1,0.9982535,0.9989361,0.9987901,0.9979937,0.996671,0.99637455,0.99749446
1697041.IV.MSSA..HH,0,0.0009318179,0.0016062213,0.0008997709,0.0013324413,0.0013635098,0.0012105434,0.00072169
1697041.IV.MTRZ..HH,0,0.00090456486,0.0011779374,0.0020932606,0.002059256,0.001704002,0.0019271208,0.0011688443
1697041.IV.NOVE..EH,1,0.97915375,0.9815285,0.96827716,0.97329324,0.9766376,0.9750343,0.9859094
1697041.IV.PRMA..HH,1,0.99880326,0.998552,0.9981371,0.9986998,0.9963111,0.99705267,0.99835604
1697041.IV.SALO..HH,1,0.997985,0.9975134,0.9946591,0.99719715,0.99671245,0.9968945,0.9981001
1697041.IV.SSP9..EH,0,0.0432365,0.026159165,0.021271184,0.038374975,0.044013742,0.040510636,0.037505295
1697041.IV.T0819..EH,1,0.993211,0.99218166,0.9791982,0.9865513,0.99190545,0.9943271,0.98942685
1697041.IV.TEOL..HH,1,0.99899715,0.999116,0.99850607,0.99911255,0.99825865,0.9983576,0.99899167
1697041.MN.VLC..HH,1,0.9959032,0.9964999,0.9968347,0.99540883,0.99460536,0.99095356,0.99652857
1697041.IV.ZCCA..HH,0,0.00073537906,0.0007569012,0.0008125002,0.0008059857,0.0008509949,0.0008653042,0.00046878654
1697091.MN.VLC..HH,0,0.009849294,0.0064100414,0.011364077,0.007776871,0.0054318407,0.0040415884,0.004241982
16972901.IV.ATLO..EH,1,0.5209864,0.6405502,0.52298754,0.7485498,0.60713655,0.5229329,0.5514978
16972901.IV.CAFI..HH,0,0.03343382,0.039817147,0.033354044,0.05813272,0.039733853,0.04129574,0.05519288
16972901.IV.CSNT..HH,0,0.0014652014,0.0030434665,0.001759993,0.004074257,0.002286983,0.0029624766,0.001470845
16972901.IV.MPPT..EH,1,0.8796719,0.8958617,0.8903209,0.8529959,0.6339394,0.8071589,0.9207432
16972901.IV.OSSC..HH,0,0.0042666676,0.002679948,0.002088152,0.0031160007,0.0017588448,0.0025997667,0.0018695579
1697681.IV.BDI..HH,0,0.00907529,0.013655043,0.008643324,0.0064945864,0.0075267525,0.0071609817,0.01504044
1697681.GU.EQUI..HH,1,0.99291915,0.9935334,0.9827278,0.99406683,0.99245465,0.9902969,0.99503666
1698099.IV.FNVD..HH,0,0.0056960145,0.008007421,0.0030220523,0.0062757283,0.003790548,0.0062492047,0.0049072285
1698101.IV.MTCR..EH,0,0.0038630147,0.003586091,0.0031925119,0.0064367363,0.0034394637,0.0031487783,0.0021447642
1698101.MN.VLC..HH,1,0.99264115,0.9961482,0.98360634,0.9943507,0.9912077,0.98680174,0.99359775
1698151.MN.VLC..HH,1,0.99812335,0.99849284,0.99890304,0.99856013,0.9985821,0.99794644,0.9994517
1698389.IV.RAVA..EH,1,0.9992341,0.99929655,0.99937505,0.99935,0.9991642,0.9990715,0.9995308
1698521.MN.VLC..HH,0,0.0026113396,0.002115017,0.0019098977,0.0027023954,0.0019942673,0.0020694172,0.0012177032
1698721.MN.VLC..HH,0,0.0036482222,0.0047185775,0.0012980271,0.0035832534,0.0017380259,0.0027690479,0.002573169
1698961.IV.BDI..HH,1,0.9984578,0.9986033,0.99830097,0.998516,0.997449,0.99649745,0.9987167
1698961.GU.POPM..HH,1,0.999059,0.99899954,0.9980406,0.99883944,0.99850637,0.9984864,0.9989312
1698961.MN.VLC..HH,0,0.0023373745,0.0026782227,0.0030808875,0.0042112386,0.0015269483,0.0023488028,0.0030716907
1699111.IV.BDI..HH,1,0.99746215,0.99759644,0.99903667,0.996714,0.9941658,0.9923678,0.9971052
1699111.MN.VLC..HH,1,0.9972619,0.9968539,0.9949944,0.9972332,0.99567944,0.9951749,0.9977125
1699111.IV.ZCCA..HH,0,0.01767613,0.022915434,0.022884961,0.018768126,0.017739804,0.013941872,0.019075956
1699391.GU.GRAM..HH,1,0.99918526,0.99913627,0.99854577,0.99923265,0.9986609,0.99851316,0.9991629
1699391.IV.MTCR..EH,0,0.01265123,0.010096714,0.014310755,0.009981114,0.006919093,0.010928114,0.0060255975
1699391.GU.POPM..HH,1,0.9986926,0.9985214,0.9982829,0.9983575,0.99829644,0.9979267,0.9989042
1699391.MN.VLC..HH,1,0.8364698,0.9182802,0.83571476,0.8928485,0.85354656,0.653828,0.81193227
1699581.GU.GRAM..HH,0,0.0022716841,0.0031315505,0.0019972858,0.0021545147,0.0018842465,0.0021839496,0.0014682176
1699581.IV.MSSA..HH,0,0.026817836,0.029007077,0.020658342,0.015258534,0.02587095,0.020989854,0.014665929
1699981.GU.MAIM..HH,1,0.99687225,0.9977786,0.9974656,0.99765503,0.99705017,0.994499,0.9982418
1699981.GU.POPM..HH,1,0.99700636,0.9964896,0.998582,0.99732816,0.99664116,0.9955972,0.9974367
1699981.MN.VLC..HH,0,0.002237625,0.0018214564,0.0018837095,0.004141342,0.0008806239,0.0019817424,0.001636508
1700611.IV.BDI..HH,1,0.9932961,0.9908312,0.9938664,0.9829943,0.9896507,0.9823267,0.9914629
1700611.GU.POPM..HH,1,0.98980534,0.98973536,0.98990893,0.98646,0.9862381,0.9768962,0.9921566
1700611.MN.VLC..HH,1,0.99873716,0.9987759,0.99907506,0.9988128,0.99830097,0.9982925,0.9991579
1702071.IV.BDI..HH,1,0.9960491,0.9967283,0.99791044,0.9966274,0.99636996,0.99531806,0.9969409
1702071.GU.MAIM..HH,1,0.99830544,0.9988662,0.9976318,0.9983158,0.9982235,0.9973889,0.9989506
1702071.GU.POPM..HH,0,0.0044833994,0.0042867605,0.00560148,0.007210064,0.0048407875,0.00367964,0.004180854
1702071.MN.VLC..HH,1,0.9970066,0.99746644,0.9975247,0.9970452,0.99635726,0.9969989,0.997248
1702251.IV.BDI..HH,0,0.0054779677,0.004539285,0.0038279318,0.00527067,0.0022145957,0.003083125,0.0029950694
1702251.MN.VLC..HH,0,0.0030194835,0.002442033,0.001570005,0.0044410955,0.0012249681,0.0015564783,0.0023596887
17023091.GU.MAIM..HH,1,0.9991265,0.99880576,0.9977581,0.99882215,0.9984566,0.9980584,0.99887997
17023091.IV.PII..HH,1,0.9993549,0.99894196,0.99877673,0.99778324,0.9981894,0.99874395,0.9991934
1702321.MN.VLC..HH,1,0.99660575,0.99682695,0.9990214,0.9971523,0.9951651,0.9946938,0.9972842
1702371.MN.VLC..HH,0,0.0035293933,0.0015005027,0.0021405893,0.0036255075,0.0014148004,0.0025655169,0.00199094
