traccia,y_Mano,y_predict5,y_predict6,y_predict1,y_predict0,y_predict2,y_predict3,y_predict4
17024681.ST.GAGG..HH,0,0.0009291707,0.0012357343,0.0014079121,0.001382983,0.0011606845,0.001224879,0.0008829954
17024681.GU.GBOS..HH,0,0.0009981375,0.0012951943,0.0014843486,0.0012088515,0.001003155,0.001466517,0.001047417
17024681.GU.GORR..HH,0,0.0015146233,0.0027842857,0.0013010411,0.0013547577,0.0012923244,0.001965521,0.0017728944
17024681.GU.GRAM..HH,1,0.9984711,0.9977779,0.99895275,0.9975502,0.99799407,0.9973737,0.9986179
17024681.IV.IMI..HH,0,0.0034014985,0.003996983,0.0073527563,0.0059286207,0.004544168,0.0050936453,0.0074835382
17024681.SI.LUSI..HH,0,0.0013210765,0.0015503723,0.0026306554,0.0021039937,0.001578782,0.0017180747,0.001488573
17024681.OX.MARN..HH,0,0.0022771107,0.0027936674,0.004395553,0.0035673107,0.0031892115,0.0030709505,0.002523525
17024681.IV.MSSA..HH,0,0.001318911,0.0015176683,0.00083284255,0.0012896801,0.0006524841,0.00085928163,0.0009926448
17024681.IV.PLMA..HH,0,0.0011882127,0.0012007059,0.0021171102,0.0015403632,0.001779998,0.0018626996,0.0011484775
17024681.IV.QLNO..HH,0,0.0068151313,0.019974303,0.0032062272,0.018576454,0.011183999,0.0061759446,0.020045517
17024681.GU.RNCA..HH,0,0.0016913562,0.002997468,0.0046765236,0.0049173394,0.0031119983,0.0040378626,0.002458847
17024681.GU.RORO..HH,1,0.9986218,0.9988972,0.9977229,0.9987446,0.99787545,0.99790394,0.99884415
17024681.IV.ROVR..HH,0,0.0035665345,0.003563093,0.0026930112,0.003871141,0.0021779288,0.0024250816,0.002553843
17024681.IV.SARZ..HH,1,0.77020204,0.5680177,0.47804546,0.49350947,0.7860499,0.6253786,0.54150105
17024681.GU.TRAV..HH,1,0.9959667,0.9930951,0.9908992,0.9923529,0.99385625,0.99174094,0.9929559
1703261.GU.GRAM..HH,0,0.0045772763,0.004299368,0.0077642566,0.007300811,0.0070170835,0.009281202,0.006579494
1703261.GU.POPM..HH,0,0.00947865,0.010357701,0.016159156,0.011641599,0.008437125,0.007846276,0.009120287
1703261.MN.VLC..HH,1,0.9977196,0.99613744,0.9985638,0.9969047,0.9962555,0.995665,0.996958
1703831.IV.PLMA..HH,1,0.9943198,0.9924846,0.9964994,0.9959441,0.99053496,0.9904681,0.99374086
1703831.MN.VLC..HH,0,0.003523946,0.0016386424,0.0016259112,0.0038768637,0.0008079243,0.0012699026,0.0014221504
1703901.GU.EQUI..HH,0,0.0013166468,0.0016433609,0.0019044128,0.0017377388,0.001462087,0.0018503538,0.0017359871
1703901.GU.GRAM..HH,0,0.0010936012,0.0012224655,0.0012016292,0.0012893492,0.0010528268,0.0011573293,0.0010511946
1703901.GU.MAIM..HH,1,0.99859565,0.9985562,0.9986725,0.9983742,0.9978491,0.9974981,0.9988483
1703901.GU.POPM..HH,0,0.001960355,0.001482517,0.0029245843,0.002695553,0.0018351959,0.0022898624,0.002623223
1703901.MN.VLC..HH,0,0.0020175674,0.003285474,0.00075244985,0.001993388,0.0014400416,0.0024584376,0.0020440659
1703901.IV.ZCCA..HH,1,0.99773633,0.99688125,0.9975466,0.99773127,0.9952129,0.99568933,0.99812025
1704441.IV.BDI..HH,1,0.9973291,0.9961761,0.99837095,0.9974039,0.9958762,0.9953648,0.99594456
1704441.GU.MAIM..HH,1,0.99821824,0.9977654,0.99840194,0.998835,0.997584,0.9965263,0.9983941
1704441.GU.POPM..HH,1,0.9974468,0.9966247,0.99818283,0.9973024,0.9971059,0.9945979,0.9975459
1704441.MN.VLC..HH,0,0.002826834,0.0028287086,0.0022529936,0.0057776407,0.0017192536,0.0031269926,0.0018897868
1704581.IV.BDI..HH,0,0.011027947,0.01367934,0.01606188,0.011065177,0.0056138337,0.0083714,0.0050394814
1704581.GU.POPM..HH,1,0.9969988,0.99510574,0.9818101,0.99540085,0.99382484,0.9833287,0.9963301
1704761.IV.RAVA..EH,1,0.9985537,0.9972372,0.9984724,0.9984061,0.9965223,0.99601305,0.9983011
1705581.IV.BDI..HH,1,0.9993513,0.99915814,0.999019,0.9992716,0.99910444,0.9985411,0.99963033
1705581.MN.VLC..HH,0,0.0026674806,0.0023269355,0.005337772,0.002523189,0.0019246689,0.0029046447,0.0016796716
1705621.IV.BDI..HH,1,0.9984855,0.99867165,0.9987791,0.99760014,0.9964644,0.9949936,0.9986248
1705621.GU.GRAM..HH,0,0.0017367284,0.0019546843,0.0028828746,0.0018635537,0.0020461115,0.0020412023,0.0021780615
1705621.IV.MTCR..EH,0,0.006730116,0.0060854745,0.013150367,0.008377787,0.0035865593,0.004353651,0.005552473
1705621.MN.VLC..HH,1,0.9973449,0.99657404,0.997884,0.9972053,0.99611306,0.9949149,0.9966151
1706121.GU.EQUI..HH,1,0.9925247,0.9871315,0.9855664,0.9894845,0.98904395,0.98520887,0.9905968
1706121.GU.GRAM..HH,1,0.99782735,0.99814796,0.997027,0.99735403,0.99715024,0.9965217,0.99877375
1706121.GU.POPM..HH,1,0.99563783,0.99652344,0.9902834,0.99421036,0.9937184,0.9879803,0.99668604
1706121.MN.VLC..HH,1,0.9983234,0.99823403,0.9967449,0.9979791,0.99796283,0.9965468,0.99880624
1706321.MN.VLC..HH,0,0.0013490609,0.00076652394,0.001144921,0.00097685,0.0006586808,0.00060776074,0.00065907236
1706601.MN.VLC..HH,1,0.9976046,0.9971513,0.99501616,0.99745435,0.9973047,0.9957071,0.9983546
1707711.IV.MTCR..EH,0,0.0024257714,0.003389775,0.0026839657,0.0036839058,0.002291847,0.0023005402,0.0016881966
1707711.MN.VLC..HH,0,0.007821785,0.006870005,0.012706427,0.0110539375,0.008976121,0.0066940202,0.0040284386
1708451.IV.BDI..HH,0,0.003940242,0.003304683,0.008014018,0.0038330078,0.0029976019,0.0041709947,0.002546054
1708451.MN.VLC..HH,1,0.9980527,0.9982358,0.9956195,0.9976553,0.9971193,0.9938001,0.9982822
1708481.MN.VLC..HH,1,0.99554706,0.9954899,0.9930795,0.9959616,0.995138,0.99336725,0.9968087
1708581.IV.BDI..HH,1,0.99608153,0.99489284,0.9977245,0.99611205,0.9948579,0.9930935,0.99648833
1708581.GU.GRAM..HH,1,0.995434,0.9953004,0.9932614,0.9946568,0.99256164,0.99146795,0.9958989
1708581.GU.MAIM..HH,1,0.9988034,0.9987134,0.99879104,0.99883324,0.9985753,0.99761766,0.9987778
1708581.GU.POPM..HH,1,0.99691063,0.99529296,0.9975189,0.9954484,0.99475974,0.994423,0.9947277
1708581.MN.VLC..HH,0,0.004611741,0.002542371,0.004842127,0.0049861693,0.0016557886,0.0018484497,0.0018545575
1709041.IV.MSSA..HH,0,0.0016592812,0.0016217892,0.00082264026,0.0012172351,0.0011584102,0.0014127251,0.0005674809
17093001.GU.SARM..EH,1,0.9975897,0.99682605,0.997024,0.9961312,0.99724686,0.99560106,0.9968528
1710131.IV.BDI..HH,1,0.99947685,0.99942446,0.9980275,0.99954283,0.99937123,0.99881434,0.9990717
1710131.GU.POPM..HH,0,0.0024708984,0.002959636,0.0025414058,0.0031599172,0.002302864,0.0029165265,0.00090709276
1710211.IV.BDI..HH,1,0.99793375,0.9981357,0.995637,0.99882954,0.9983809,0.9966851,0.99849176
1710211.GU.POPM..HH,1,0.99678975,0.9971853,0.98915476,0.99635917,0.99609107,0.99228245,0.99797815
1710211.MN.VLC..HH,1,0.98644805,0.9806513,0.89144635,0.98211735,0.94716495,0.9490696,0.98618454
1710269.IV.BOB..HH,0,0.0035553172,0.003545304,0.0026989845,0.005147529,0.0023265923,0.0030986154,0.002543146
1710291.IV.BDI..HH,1,0.9985014,0.9979214,0.99830097,0.9979506,0.99727076,0.9964042,0.99877864
1710291.GU.POPM..HH,1,0.99902236,0.99875724,0.999041,0.9989654,0.9980209,0.99834955,0.9989201
1710291.MN.VLC..HH,0,0.003799185,0.0049430556,0.003982605,0.0036906078,0.0023028126,0.0026182402,0.002844965
1710839.IV.ERBM..EH,1,0.9926166,0.99579155,0.9985147,0.9940918,0.99426645,0.9971904,0.99450547
1710839.MN.VLC..HH,1,0.99884725,0.99843305,0.9988733,0.99834585,0.9983633,0.99669206,0.9991567
1711819.IV.NOVE..EH,1,0.99860567,0.9992429,0.99895144,0.9977198,0.9985461,0.99834394,0.99901175
1712639.IV.BDI..HH,1,0.9986895,0.998422,0.99922574,0.99829,0.9974529,0.9978676,0.99878424
17128811.IV.BRIS..HH,1,0.99866366,0.9989513,0.9995134,0.99731123,0.9983236,0.9977164,0.99836105
17128811.IV.CAFI..HH,0,0.005076488,0.005761667,0.0020908664,0.008750966,0.007430539,0.0048043006,0.00720408
17128811.IV.IMOL..EH,0,0.003497198,0.0041805604,0.0016413367,0.0043550152,0.0020095166,0.0023486118,0.0020451448
17128811.IV.LMD..HH,1,0.99787927,0.99697495,0.9978478,0.99731195,0.99611914,0.99460715,0.99826235
17128811.GU.POPM..HH,0,0.5155625,0.6090479,0.6515918,0.5465038,0.610058,0.5470611,0.48692232
17128811.IV.SEI..HH,1,0.9979461,0.9986541,0.9962909,0.99815375,0.9977889,0.99716777,0.99874085
1712991.IV.BDI..HH,1,0.9989593,0.99865305,0.9984597,0.99868745,0.99766505,0.9975674,0.9993166
1712991.GU.POPM..HH,0,0.0033729812,0.002161503,0.0044249524,0.0023542193,0.0020167544,0.0017428835,0.0016392339
1712991.MN.VLC..HH,0,0.0010583351,0.0006024371,0.00082355435,0.000892798,0.0005346643,0.00043959267,0.00053062406
1713569.IV.BDI..HH,1,0.9968219,0.99760485,0.9947201,0.99740654,0.99697685,0.996111,0.9961796
1713569.IV.SFI..EH,1,0.9983706,0.99741936,0.99694496,0.99718493,0.99656147,0.99454343,0.9971904
1713579.IV.BDI..HH,1,0.99105364,0.9918921,0.994255,0.9935103,0.9947678,0.98921657,0.99161166
1713821.IV.FIU..EH,0,0.0028213903,0.0016190291,0.000756159,0.001862346,0.0012184085,0.0013974927,0.0022623148
1714491.IV.RAVA..EH,0,0.0009873102,0.0010145096,0.0011792397,0.0011269255,0.00091119355,0.0010439946,0.00072970946
1714491.IV.SERM..EH,0,0.023121713,0.02018273,0.016467102,0.030862786,0.015230846,0.013397865,0.013938149
1714601.IV.BDI..HH,1,0.9963498,0.9964886,0.99822134,0.99263215,0.9916352,0.9968869,0.997584
1714601.GU.MAIM..HH,1,0.9980757,0.99857163,0.99766386,0.9980475,0.9979286,0.9976247,0.99783164
1714601.IV.MTCR..EH,1,0.99897873,0.9986156,0.9989347,0.9985814,0.99773943,0.9975394,0.99871063
1714601.GU.POPM..HH,1,0.9987381,0.9977703,0.998014,0.9967175,0.99667335,0.9928886,0.99750984
1714601.MN.VLC..HH,0,0.0033603848,0.0026009318,0.0032476732,0.0045016287,0.0014997727,0.0014735817,0.0027651172
1714801.GU.POPM..HH,1,0.9966859,0.99562824,0.99800545,0.9954659,0.995021,0.99454147,0.9967326
1714801.MN.VLC..HH,0,0.004033851,0.004007114,0.0064650634,0.0046099722,0.0031643151,0.0049479953,0.002868731
1714871.GU.POPM..HH,1,0.9964491,0.99593616,0.99840957,0.99722975,0.9955947,0.9967173,0.99553865
1714871.MN.VLC..HH,0,0.0069825803,0.0072797257,0.0246061,0.016191946,0.0088013075,0.008490323,0.003974272
1716141.GU.POPM..HH,1,0.99664485,0.99688345,0.9964496,0.9961593,0.9952101,0.9953578,0.99788684
17166551.IV.BDI..HH,1,0.9726763,0.9588296,0.97703815,0.94429505,0.9152244,0.8533627,0.9200653
17166551.GU.CARD..HH,1,0.9988223,0.9988625,0.99922216,0.9987514,0.9979153,0.9977452,0.99902785
17166551.IV.CRMI..HH,1,0.99886656,0.99850595,0.9992987,0.9988833,0.99822694,0.9982169,0.9972017
17166551.IV.FNVD..HH,1,0.9987367,0.99898535,0.9986369,0.9991716,0.99885166,0.9983706,0.99941313
17166551.GU.GSCL..HH,1,0.9989606,0.99941874,0.99918956,0.99864894,0.99818546,0.9975727,0.99851876
17166551.GU.MAIM..HH,1,0.9994066,0.99934345,0.99953496,0.99932134,0.99924517,0.9988243,0.99932766
17166551.IV.MOCL..EH,0,0.0025232022,0.0027421776,0.0016034602,0.0034928555,0.0019076093,0.0026986278,0.0018073139
17166551.IV.MTCR..EH,1,0.99796826,0.99749905,0.99906546,0.9971722,0.9976997,0.9977139,0.9980557
17166551.IV.PII..HH,1,0.99861443,0.9981337,0.99902594,0.99766773,0.99803275,0.9983607,0.99752
17166551.GU.POPM..HH,1,0.9983543,0.99828404,0.9987135,0.9970701,0.9977895,0.9979096,0.99796367
17166551.GU.SARM..EH,1,0.99826115,0.99729306,0.998543,0.9973943,0.99619424,0.997792,0.99757665
17166551.MN.VLC..HH,1,0.9989164,0.9986712,0.9986203,0.99857414,0.9966839,0.99520606,0.9981224
1717721.IV.BDI..HH,1,0.99898607,0.99931824,0.99909747,0.9988764,0.99818975,0.9984894,0.99906915
1717721.GU.POPM..HH,1,0.99616075,0.995304,0.99579155,0.99647313,0.99587005,0.99267864,0.9965287
1717721.MN.VLC..HH,0,0.0025997632,0.0028494785,0.0013852885,0.003865399,0.0018584852,0.002096211,0.0028226182
1719821.IV.BDI..HH,1,0.99862266,0.9986928,0.99884546,0.99876773,0.9977781,0.9978796,0.9992561
1719931.MN.VLC..HH,0,0.0043822885,0.0045169634,0.0040312735,0.004334316,0.0030018217,0.0024720621,0.002479985
17221881.IV.FROS..HH,0,0.04145288,0.017922597,0.13126083,0.032160778,0.028706167,0.021407766,0.044495225
1722199.IV.ERBM..EH,1,0.9873691,0.9875789,0.98655266,0.97944057,0.9883956,0.9887179,0.98946124
1722199.IV.FNVD..HH,0,0.0030386946,0.002776175,0.0063488497,0.0047373353,0.0029082363,0.0031573484,0.0038285335
1722199.IV.PZZT..HH,0,0.0036227421,0.0025924314,0.0016059697,0.0035906855,0.0018108934,0.002040001,0.0027287977
1722199.MN.VLC..HH,1,0.9953086,0.99492115,0.99727756,0.9925924,0.99437016,0.9916636,0.9954828
1722351.IV.ARCI..HH,1,0.9984074,0.99847,0.99680746,0.99877554,0.9979177,0.9967656,0.9985838
1722351.IV.CSNT..HH,0,0.004991727,0.0042473045,0.0026841965,0.004397845,0.0030658017,0.0031938264,0.0054310914
1722351.IV.FROS..HH,0,0.011146773,0.013564592,0.0049900906,0.00991426,0.0048071994,0.0075795725,0.008550538
1722351.IV.MCIV..HH,1,0.99543864,0.9945892,0.989284,0.9914512,0.9892791,0.98272437,0.9927159
1723589.IV.SFI..EH,0,0.012107759,0.01621122,0.01779456,0.013704938,0.011398409,0.010631436,0.009839676
1723899.IV.ERBM..EH,1,0.99821115,0.9981006,0.9985448,0.9983516,0.99724364,0.9967469,0.9978358
1724589.IV.CRMI..HH,1,0.99894875,0.99825436,0.99911577,0.9987676,0.9982992,0.99792033,0.99856913
1724589.IV.FNVD..HH,0,0.002479953,0.0009468781,0.0011291859,0.0020790524,0.0005793596,0.000855057,0.0011622616
1724879.IV.ARCI..HH,1,0.9978898,0.9970355,0.99845636,0.998329,0.9963923,0.99663216,0.9974655
1725209.IV.PZZT..HH,1,0.9991574,0.9988141,0.99876404,0.9989442,0.9987984,0.9984084,0.9991875
1725301.IV.BDI..HH,1,0.99864227,0.9988104,0.99615014,0.998538,0.99801815,0.9966974,0.9985777
1725541.IV.CRMI..HH,1,0.004248212,0.0037674159,0.0061107683,0.0039647943,0.004559028,0.0029776487,0.0036081502
1725541.IV.FROS..HH,0,0.0074093654,0.004367258,0.0021284393,0.007562447,0.0015819632,0.0053106807,0.0033008328
1725809.IV.FNVD..HH,1,0.99798006,0.99617165,0.9982503,0.99730504,0.9957723,0.99463236,0.9974172
1725809.MN.VLC..HH,1,0.99699545,0.9955063,0.9986986,0.9967924,0.99507517,0.99356115,0.9965203
1725839.IV.BDI..HH,1,0.9986212,0.9985671,0.9991628,0.9987852,0.9985537,0.99849033,0.9975707
1725839.IV.ERBM..EH,1,0.99854964,0.998064,0.9988188,0.9960692,0.99663794,0.99747866,0.9981213
1725839.IV.FNVD..HH,1,0.99835724,0.99808806,0.9982498,0.99827456,0.99721175,0.99739623,0.9983011
1725839.MN.VLC..HH,1,0.99889994,0.9977156,0.99853945,0.99740523,0.9964958,0.9981427,0.9988017
17264811.IV.ATLO..EH,1,0.9990607,0.99904555,0.99882144,0.9990414,0.99820507,0.9983304,0.9990746
17264811.IV.ATMC..EH,1,0.99815255,0.9980406,0.9963439,0.9980584,0.99621564,0.996847,0.99805415
17264811.IV.ATPI..EH,1,0.99396634,0.995619,0.9948953,0.9953353,0.9938704,0.99513006,0.99699295
17264811.IV.ATVO..HH,1,0.9989498,0.9989428,0.99747866,0.99892646,0.9989089,0.9986658,0.9989421
17264811.IV.BDI..HH,1,0.9985121,0.99820745,0.99787474,0.99840254,0.9983829,0.9983387,0.9990243
17264811.IV.CAFI..HH,1,0.9986216,0.99901295,0.99763453,0.9989668,0.99789655,0.9981553,0.9988595
17264811.IV.CASP..HH,1,0.9988859,0.99908113,0.9984768,0.99917126,0.9985476,0.99856144,0.9990037
17264811.IV.CRMI..HH,1,0.9992741,0.9993368,0.9991831,0.99918956,0.99908566,0.9989141,0.99937624
17264811.IV.CSNT..HH,1,0.99730766,0.99678326,0.9984018,0.9962592,0.9959125,0.99117285,0.9970643
17264811.IV.FNVD..HH,1,0.99744844,0.9980332,0.9948066,0.99699616,0.9968129,0.99612963,0.99813396
17264811.IV.FROS..HH,1,0.9980369,0.9979113,0.9989197,0.99738187,0.9983297,0.99828666,0.9983736
17264811.IV.MPPT..EH,1,0.99896836,0.9987716,0.9977028,0.9988281,0.99816895,0.9981894,0.9989172
17264811.IV.MTCR..EH,1,0.9991492,0.9991358,0.9990901,0.9991943,0.99845636,0.9986413,0.9991272
17264811.IV.OSSC..HH,1,0.9991903,0.9982924,0.9992399,0.99833125,0.99780935,0.99742067,0.9981223
17264811.IV.PARC..HH,1,0.9973068,0.9982401,0.9941466,0.9974946,0.99606055,0.99580574,0.9974375
17264811.GU.POPM..HH,1,0.9982967,0.9981122,0.99706715,0.998058,0.9975551,0.9966624,0.9983134
17264811.IV.RIBO..EH,1,0.003308077,0.006421087,0.0021042798,0.0056492165,0.0033567105,0.004252767,0.0024060819
17264811.IV.SEI..HH,1,0.99901915,0.99900395,0.9983398,0.99902856,0.9984451,0.9983504,0.99906665
17264811.IV.SSP9..EH,1,0.9989222,0.99864775,0.9978794,0.9984372,0.99803895,0.9981456,0.9989691
1728561.GU.EQUI..HH,1,0.9988764,0.999025,0.9983405,0.9991258,0.9983903,0.9983063,0.9989066
1728561.IV.PLMA..HH,1,0.9990651,0.9988262,0.9989261,0.99894696,0.9983689,0.9982482,0.9987789
1728611.GU.SARM..HH,0,0.014718694,0.012199251,0.010598763,0.01648022,0.008646216,0.0074120914,0.013684752
1728611.MN.VLC..HH,0,0.0052994764,0.0040845247,0.01988266,0.012773959,0.0073994338,0.0053725857,0.005366624
1728871.IV.BDI..HH,1,0.99892175,0.99893516,0.9975048,0.99878186,0.998618,0.99767,0.99865997
1728871.GU.CARD..HH,1,0.99931884,0.9992719,0.99941945,0.99944144,0.9992774,0.9991129,0.9995372
1728871.GU.SARM..HH,0,0.0030223543,0.0040627588,0.008259031,0.0044958927,0.003613815,0.0032477274,0.0025339432
1728871.MN.VLC..HH,0,0.0016607929,0.0019698527,0.0067411955,0.002972896,0.0028256797,0.0025566355,0.0016985954
17288751.GU.SARM..EH,0,0.0042595793,0.002834203,0.0110490015,0.00317492,0.0032716386,0.005054192,0.00281272
1729691.GU.SARM..HH,1,0.9883383,0.9912685,0.9919836,0.9844891,0.9924291,0.98744094,0.99295926
1729941.IV.BDI..HH,1,0.99900323,0.9990158,0.99907506,0.99881506,0.9975551,0.99811685,0.9990909
1729941.GU.CARD..HH,1,0.99833953,0.9985713,0.9986053,0.99808866,0.9975795,0.99789715,0.99867475
1729941.GU.POPM..HH,1,0.99889815,0.9988288,0.99720013,0.9984877,0.99846005,0.997288,0.9989563
1729941.MN.VLC..HH,0,0.0037307686,0.0035500706,0.001820112,0.0058632065,0.0016197291,0.0018786954,0.0035197372
1730769.IV.FNVD..HH,0,0.0020810845,0.004318215,0.001011536,0.002357634,0.0019503179,0.003147165,0.0014614543
1730891.IV.BDI..HH,1,0.999204,0.9990095,0.9981871,0.99910825,0.99870586,0.9983387,0.99938655
1730891.GU.CARD..HH,1,0.9989655,0.9989021,0.99826956,0.99904484,0.99883586,0.9982741,0.99913436
1730891.GU.SARM..HH,0,0.0014768625,0.002390629,0.0013753669,0.0022391789,0.0016490527,0.001969892,0.0009165547
1730891.MN.VLC..HH,0,0.0015250534,0.0008468852,0.0010725857,0.0013764604,0.00059114385,0.0005258607,0.0008248047
17315061.GU.MAIM..HH,1,0.99900323,0.99860543,0.9975533,0.99855334,0.9971233,0.99754375,0.99929035
17315061.IV.PII..HH,1,0.9876682,0.9882387,0.98255104,0.98644376,0.98195535,0.9742765,0.97950864
17321941.IV.BOB..HH,0,0.0016654965,0.0030577686,0.0007788468,0.0031317573,0.0020269079,0.0020453678,0.0019642287
17321941.GU.GORR..HH,0,0.0012675136,0.0009386704,0.0011357572,0.0014985686,0.0013693345,0.0013267051,0.0011121453
17321941.GU.GRAM..HH,0,0.0021232592,0.001831402,0.0010958377,0.0041520833,0.0013163829,0.0019561378,0.0021992642
17321941.IV.PLMA..HH,1,0.99801874,0.99694175,0.998978,0.99672085,0.9969121,0.9981238,0.9977558
17340571.IV.BDI..HH,0,0.7631088,0.6822456,0.8899447,0.7148671,0.69965327,0.60704714,0.7507854
17340571.GU.CARD..HH,1,0.998716,0.9989311,0.9975688,0.99896395,0.99830604,0.9973073,0.9985702
17340571.IV.FNVD..HH,1,0.99845874,0.998722,0.9934957,0.99807173,0.99757165,0.99626946,0.9984024
17340571.GU.GSCL..HH,0,0.005298305,0.0029557461,0.0061150594,0.0051759593,0.0024830077,0.0023325046,0.0029868123
17340571.GU.MAIM..HH,1,0.9929167,0.99402905,0.9883166,0.9917537,0.9913004,0.9884128,0.99189526
17340571.GU.POPM..HH,1,0.998613,0.9987459,0.999156,0.99881953,0.99699414,0.99894553,0.9983669
17340571.GU.SARM..EH,1,0.9970681,0.9973122,0.9980313,0.99622947,0.99651635,0.99587774,0.9976393
17340571.MN.VLC..HH,1,0.99529463,0.99533266,0.991467,0.9939441,0.9941631,0.991514,0.9948744
1735981.IV.ERBM..EH,0,0.0039418647,0.0034540799,0.0067198337,0.004464697,0.0051264814,0.0049456176,0.0018083113
1738611.IV.FROS..HH,0,0.0025333853,0.0019745305,0.00086341443,0.001879971,0.000828677,0.00067778694,0.0011767504
1738661.IV.FROS..HH,1,0.99884903,0.9983253,0.9986627,0.9988902,0.9982748,0.99820507,0.99943644
1738661.IV.TRIF..HH,0,0.0013727099,0.0009772903,0.0021870648,0.0013665466,0.0012386162,0.002012151,0.00096973806
1738831.IV.BDI..HH,1,0.99851304,0.99845064,0.9988116,0.9984706,0.99778986,0.99653155,0.9991105
1738831.GU.EQUI..HH,0,0.014383445,0.031043954,0.07489703,0.055213887,0.034219354,0.036927674,0.03722523
1738831.IV.ERBM..EH,0,0.0022475156,0.0025895308,0.001112309,0.0023673445,0.0013803835,0.0015069771,0.0012077994
1738831.GU.POPM..HH,1,0.99513644,0.9965934,0.99247485,0.9953685,0.99467933,0.9935889,0.9964701
1738831.MN.VLC..HH,1,0.99868435,0.9976884,0.9992194,0.99833727,0.99740195,0.99771535,0.9984762
1739641.IV.BDI..HH,1,0.9985806,0.9984224,0.998933,0.99753153,0.9968539,0.9963625,0.9988896
1739641.IV.ERBM..EH,1,0.99832064,0.9966445,0.99920434,0.99822205,0.9969958,0.99752456,0.9979824
1739641.IV.MTCR..EH,1,0.9850788,0.9911889,0.9438685,0.9883824,0.9802367,0.9760206,0.98640037
1739641.IV.PLMA..HH,1,0.99666935,0.9967043,0.9952276,0.9965628,0.9961648,0.99343973,0.9960334
1739641.GU.POPM..HH,1,0.9982235,0.99777585,0.9981541,0.998251,0.99769247,0.9965461,0.99800915
1739641.MN.VLC..HH,0,0.006449037,0.0077183843,0.002512827,0.008089038,0.0034068173,0.0031819814,0.005968338
17415771.GU.GORR..HH,0,0.0027016746,0.0039774445,0.0014642788,0.0031962818,0.0016646825,0.001634482,0.0018586614
17435991.IV.IMOL..EH,1,0.99861157,0.9988545,0.99790466,0.9986731,0.99796826,0.9975199,0.99882525
17435991.IV.MOCL..EH,1,0.9957262,0.9968047,0.9907368,0.99678195,0.995576,0.99468887,0.99753165
17435991.IV.RUFI..EH,0,0.04990793,0.047449164,0.059473988,0.053468212,0.04694086,0.07805046,0.05102987
17436871.IV.BDI..HH,1,0.9972531,0.9976223,0.99779296,0.99750036,0.9971529,0.9946338,0.9980755
17436871.GU.CARD..HH,1,0.99545974,0.9955824,0.99740666,0.99686205,0.9941121,0.9934802,0.99700314
17436871.IV.PII..HH,1,0.013219157,0.0115110185,0.0069955727,0.011070746,0.004811782,0.003744177,0.0073750145
17436871.MN.VLC..HH,1,0.010132984,0.010283947,0.0077727903,0.0079302285,0.006435443,0.0047695967,0.007960364
17442151.IV.MTRZ..HH,1,0.99624395,0.9960418,0.9971852,0.9966037,0.9943241,0.9944988,0.9966792
17442151.IV.OSSC..HH,0,0.0019839779,0.003375526,0.0012416838,0.0027986025,0.0024979608,0.0020608655,0.0021567312
17479741.IV.MTCR..EH,1,0.99680436,0.997523,0.9948401,0.99730873,0.99531746,0.9949195,0.9972669
17479741.IV.SEI..HH,1,0.9961194,0.9938226,0.99142355,0.99603206,0.9939859,0.9908024,0.99327797
17489431.GU.CARD..HH,1,0.99850285,0.997509,0.99740076,0.99862754,0.9977192,0.99717987,0.99857247
17489431.MN.VLC..HH,0,0.0025871915,0.001118503,0.0020533283,0.002168833,0.00087075063,0.00077129656,0.0011484803
17496101.GU.MAIM..HH,0,0.0012582876,0.0017905573,0.0011523564,0.0023891986,0.0014904297,0.0016630589,0.0008403518
17496101.IV.OSSC..HH,0,0.0028980565,0.002467057,0.001681529,0.003903142,0.0012074307,0.0016366435,0.0015237065
17496101.IV.PII..HH,0,0.0045072692,0.0020995433,0.0013056017,0.0027414632,0.0012920782,0.0014430294,0.0022890554
1750469.IV.CRMI..HH,1,0.997701,0.99829155,0.99896586,0.997068,0.99509,0.9978186,0.99741495
1750479.IV.ERBM..EH,1,0.9992586,0.9986841,0.9992859,0.9985801,0.99817467,0.99816966,0.99823606
1750479.MN.VLC..HH,1,0.9993825,0.9991055,0.9995042,0.9994289,0.99874544,0.9990068,0.9992537
17513971.GU.GRAM..HH,1,0.99799156,0.9977602,0.9974989,0.9975694,0.99711335,0.99679667,0.9987293
17513971.GU.MAIM..HH,0,0.020283181,0.017967783,0.013456679,0.027385231,0.01604209,0.011059747,0.022058701
17513971.IV.PRMA..HH,0,0.01182749,0.011313625,0.032995928,0.0118324235,0.010226777,0.01693489,0.009131624
17513971.GU.SARM..EH,0,0.039710682,0.041685883,0.041716218,0.080166824,0.048484605,0.06084174,0.033488955
1751519.MN.VLC..HH,1,0.99923086,0.999153,0.99878985,0.999236,0.9984641,0.9983845,0.9990803
1752719.IV.PZZT..HH,1,0.9853705,0.9894581,0.98714334,0.9875003,0.9795243,0.9712819,0.98116654
1753059.IV.FNVD..HH,1,0.9971589,0.99595046,0.9973099,0.9971443,0.9952708,0.99305665,0.9981427
1753199.IV.FNVD..HH,1,0.9897104,0.9927033,0.9872364,0.9877579,0.98953843,0.9848882,0.9938308
17534711.IV.BDI..HH,0,0.0031479762,0.0053203492,0.007131098,0.0060520726,0.0048514623,0.0045549786,0.0065095196
17534711.IV.FNVD..HH,0,0.019572802,0.014656045,0.009476206,0.016651222,0.008475123,0.007104863,0.01436567
